World generation
9120 [[91, 20], False, False, False, False]
9121 [[91, 21], False, False, False, False]
9122 [[91, 22], False, False, False, False]
9123 [[91, 23], False, False, False, False]
9124 [[91, 24], False, False, False, False]
9125 [[91, 25], False, False, False, False]
9126 [[91, 26], False, False, False, False]
9127 [[91, 27], False, False, False, False]
9128 [[91, 28], False, False, False, False]
9129 [[91, 29], False, False, False, False]
9130 [[91, 30], False, False, False, False]
9131 [[91, 31], False, False, False, False]
9132 [[91, 32], False, False, False, False]
9133 [[91, 33], False, False, False, False]
9134 [[91, 34], False, False, False, False]
9135 [[91, 35], False, False, False, False]
9136 [[91, 36], False, False, False, False]
9137 [[91, 37], False, False, False, False]
9138 [[91, 38], False, False, False, False]
9139 [[91, 39], False, False, False, False]
9140 [[91, 40], False, False, False, False]
9141 [[91, 41], False, False, False, False]
9142 [[91, 42], False, False, False, False]
9143 [[91, 43], False, False, False, False]
9144 [[91, 44], False, False, False, False]
9145 [[91, 45], False, False, False, False]
9146 [[91, 46], False, False, False, False]
9147 [[91, 47], False, False, False, False]
9148 [[91, 48], False, False, False, False]
9149 [[91, 49], False, False, False, False]
9150 [[91, 50], False, False, False, False]
9151 [[91, 51], False, False, False, False]
9152 [[91, 52], False, False, False, False]
9153 [[91, 53], False, False, False, False]
9154 [[91, 54], False, False, False, False]
9155 [[91, 55], False, False, False, False]
9156 [[91, 56], False, False, False, False]
9157 [[91, 57], False, False, False, False]
9158 [[91, 58], False, False, False, False]
9159 [[91, 59], False, False, False, False]
9160 [[91, 60], False, False, False, False]
9161 [[91, 61], False, False, False, False]
9162 [[91, 62], False, False, False, False]
9163 [[91, 63], False, False, False, False]
9164 [[91, 64], False, False, False, False]
9165 [[91, 65], False, False, False, False]
9166 [[91, 66], False, False, False, False]
9167 [[91, 67], False, False, False, False]
9168 [[91, 68], False, False, False, False]
9169 [[91, 69], False, False, False, False]
9170 [[91, 70], False, False, False, False]
9171 [[91, 71], False, False, False, False]
9172 [[91, 72], False, False, False, False]
9173 [[91, 73], False, False, False, False]
9174 [[91, 74], False, False, False, False]
9175 [[91, 75], False, False, False, False]
9176 [[91, 76], False, False, False, False]
9177 [[91, 77], False, False, False, False]
9178 [[91, 78], False, False, False, False]
9179 [[91, 79], False, False, False, False]
9180 [[91, 80], False, False, False, False]
9181 [[91, 81], False, False, False, False]
9182 [[91, 82], False, False, False, False]
9183 [[91, 83], False, False, False, False]
9184 [[91, 84], False, False, False, False]
9185 [[91, 85], False, False, False, False]
9186 [[91, 86], False, False, False, False]
9187 [[91, 87], False, False, False, False]
9188 [[91, 88], False, False, False, False]
9189 [[91, 89], False, False, False, False]
9190 [[91, 90], False, False, False, False]
9191 [[91, 91], False, False, False, False]
9192 [[91, 92], False, False, False, False]
9193 [[91, 93], False, False, False, False]
9194 [[91, 94], False, False, False, False]
9195 [[91, 95], False, False, False, False]
9196 [[91, 96], False, False, False, False]
9197 [[91, 97], False, False, False, False]
9198 [[91, 98], False, False, False, False]
9199 [[91, 99], False, False, False, False]
9200 [[92, 0], False, False, False, False]
9201 [[92, 1], False, False, False, False]
9202 [[92, 2], False, False, False, False]
9203 [[92, 3], False, False, False, False]
9204 [[92, 4], False, False, False, False]
9205 [[92, 5], False, False, False, False]
9206 [[92, 6], False, False, False, False]
9207 [[92, 7], False, False, False, False]
9208 [[92, 8], False, False, False, False]
9209 [[92, 9], False, False, False, False]
9210 [[92, 10], False, False, False, False]
9211 [[92, 11], False, False, False, False]
9212 [[92, 12], False, False, False, False]
9213 [[92, 13], False, False, False, False]
9214 [[92, 14], False, False, False, False]
9215 [[92, 15], False, False, False, False]
9216 [[92, 16], False, False, False, False]
9217 [[92, 17], False, False, False, False]
9218 [[92, 18], False, False, False, False]
9219 [[92, 19], False, False, False, False]
9220 [[92, 20], False, False, False, False]
9221 [[92, 21], False, False, False, False]
9222 [[92, 22], False, False, False, False]
9223 [[92, 23], False, False, False, False]
9224 [[92, 24], False, False, False, False]
9225 [[92, 25], False, False, False, False]
9226 [[92, 26], False, False, False, False]
9227 [[92, 27], False, False, False, False]
9228 [[92, 28], False, False, False, False]
9229 [[92, 29], False, False, False, False]
9230 [[92, 30], False, False, False, False]
9231 [[92, 31], False, False, False, False]
9232 [[92, 32], False, False, False, False]
9233 [[92, 33], False, False, False, False]
9234 [[92, 34], False, False, False, False]
9235 [[92, 35], False, False, False, False]
9236 [[92, 36], False, False, False, False]
9237 [[92, 37], False, False, False, False]
9238 [[92, 38], False, False, False, False]
9239 [[92, 39], False, False, False, False]
9240 [[92, 40], False, False, False, False]
9241 [[92, 41], False, False, False, False]
9242 [[92, 42], False, False, False, False]
9243 [[92, 43], False, False, False, False]
9244 [[92, 44], False, False, False, False]
9245 [[92, 45], False, False, False, False]
9246 [[92, 46], False, False, False, False]
9247 [[92, 47], False, False, False, False]
9248 [[92, 48], False, False, False, False]
9249 [[92, 49], False, False, False, False]
9250 [[92, 50], False, False, False, False]
9251 [[92, 51], False, False, False, False]
9252 [[92, 52], False, False, False, False]
9253 [[92, 53], False, False, False, False]
9254 [[92, 54], False, False, False, False]
9255 [[92, 55], False, False, False, False]
9256 [[92, 56], False, False, False, False]
9257 [[92, 57], False, False, False, False]
9258 [[92, 58], False, False, False, False]
9259 [[92, 59], False, False, False, False]
9260 [[92, 60], False, False, False, False]
9261 [[92, 61], False, False, False, False]
9262 [[92, 62], False, False, False, False]
9263 [[92, 63], False, False, False, False]
9264 [[92, 64], False, False, False, False]
9265 [[92, 65], False, False, False, False]
9266 [[92, 66], False, False, False, False]
9267 [[92, 67], False, False, False, False]
9268 [[92, 68], False, False, False, False]
9269 [[92, 69], False, False, False, False]
9270 [[92, 70], False, False, False, False]
9271 [[92, 71], False, False, False, False]
9272 [[92, 72], False, False, False, False]
9273 [[92, 73], False, False, False, False]
9274 [[92, 74], False, False, False, False]
9275 [[92, 75], False, False, False, False]
9276 [[92, 76], False, False, False, False]
9277 [[92, 77], False, False, False, False]
9278 [[92, 78], False, False, False, False]
9279 [[92, 79], False, False, False, False]
9280 [[92, 80], False, False, False, False]
9281 [[92, 81], False, False, False, False]
9282 [[92, 82], False, False, False, False]
9283 [[92, 83], False, False, False, False]
9284 [[92, 84], False, False, False, False]
9285 [[92, 85], False, False, False, False]
9286 [[92, 86], False, False, False, False]
9287 [[92, 87], False, False, False, False]
9288 [[92, 88], False, False, False, False]
9289 [[92, 89], False, False, False, False]
9290 [[92, 90], False, False, False, False]
9291 [[92, 91], False, False, False, False]
9292 [[92, 92], False, False, False, False]
9293 [[92, 93], False, False, False, False]
9294 [[92, 94], False, False, False, False]
9295 [[92, 95], False, False, False, False]
9296 [[92, 96], False, False, False, False]
9297 [[92, 97], False, False, False, False]
9298 [[92, 98], False, False, False, False]
9299 [[92, 99], False, False, False, False]
9300 [[93, 0], False, False, False, False]
9301 [[93, 1], False, False, False, False]
9302 [[93, 2], False, False, False, False]
9303 [[93, 3], False, False, False, False]
9304 [[93, 4], False, False, False, False]
9305 [[93, 5], False, False, False, False]
9306 [[93, 6], False, False, False, False]
9307 [[93, 7], False, False, False, False]
9308 [[93, 8], False, False, False, False]
9309 [[93, 9], False, False, False, False]
9310 [[93, 10], False, False, False, False]
9311 [[93, 11], False, False, False, False]
9312 [[93, 12], False, False, False, False]
9313 [[93, 13], False, False, False, False]
9314 [[93, 14], False, False, False, False]
9315 [[93, 15], False, False, False, False]
9316 [[93, 16], False, False, False, False]
9317 [[93, 17], False, False, False, False]
9318 [[93, 18], False, False, False, False]
9319 [[93, 19], False, False, False, False]
9320 [[93, 20], False, False, False, False]
9321 [[93, 21], False, False, False, False]
9322 [[93, 22], False, False, False, False]
9323 [[93, 23], False, False, False, False]
9324 [[93, 24], False, False, False, False]
9325 [[93, 25], False, False, False, False]
9326 [[93, 26], False, False, False, False]
9327 [[93, 27], False, False, False, False]
9328 [[93, 28], False, False, False, False]
9329 [[93, 29], False, False, False, False]
9330 [[93, 30], False, False, False, False]
9331 [[93, 31], False, False, False, False]
9332 [[93, 32], False, False, False, False]
9333 [[93, 33], False, False, False, False]
9334 [[93, 34], False, False, False, False]
9335 [[93, 35], False, False, False, False]
9336 [[93, 36], False, False, False, False]
9337 [[93, 37], False, False, False, False]
9338 [[93, 38], False, False, False, False]
9339 [[93, 39], False, False, False, False]
9340 [[93, 40], False, False, False, False]
9341 [[93, 41], False, False, False, False]
9342 [[93, 42], False, False, False, False]
9343 [[93, 43], False, False, False, False]
9344 [[93, 44], False, False, False, False]
9345 [[93, 45], False, False, False, False]
9346 [[93, 46], False, False, False, False]
9347 [[93, 47], False, False, False, False]
9348 [[93, 48], False, False, False, False]
9349 [[93, 49], False, False, False, False]
9350 [[93, 50], False, False, False, False]
9351 [[93, 51], False, False, False, False]
9352 [[93, 52], False, False, False, False]
9353 [[93, 53], False, False, False, False]
9354 [[93, 54], False, False, False, False]
9355 [[93, 55], False, False, False, False]
9356 [[93, 56], False, False, False, False]
9357 [[93, 57], False, False, False, False]
9358 [[93, 58], False, False, False, False]
9359 [[93, 59], False, False, False, False]
9360 [[93, 60], False, False, False, False]
9361 [[93, 61], False, False, False, False]
9362 [[93, 62], False, False, False, False]
9363 [[93, 63], False, False, False, False]
9364 [[93, 64], False, False, False, False]
9365 [[93, 65], False, False, False, False]
9366 [[93, 66], False, False, False, False]
9367 [[93, 67], False, False, False, False]
9368 [[93, 68], False, False, False, False]
9369 [[93, 69], False, False, False, False]
9370 [[93, 70], False, False, False, False]
9371 [[93, 71], False, False, False, False]
9372 [[93, 72], False, False, False, False]
9373 [[93, 73], False, False, False, False]
9374 [[93, 74], False, False, False, False]
9375 [[93, 75], False, False, False, False]
9376 [[93, 76], False, False, False, False]
9377 [[93, 77], False, False, False, False]
9378 [[93, 78], False, False, False, False]
9379 [[93, 79], False, False, False, False]
9380 [[93, 80], False, False, False, False]
9381 [[93, 81], False, False, False, False]
9382 [[93, 82], False, False, False, False]
9383 [[93, 83], False, False, False, False]
9384 [[93, 84], False, False, False, False]
9385 [[93, 85], False, False, False, False]
9386 [[93, 86], False, False, False, False]
9387 [[93, 87], False, False, False, False]
9388 [[93, 88], False, False, False, False]
9389 [[93, 89], False, False, False, False]
9390 [[93, 90], False, False, False, False]
9391 [[93, 91], False, False, False, False]
9392 [[93, 92], False, False, False, False]
9393 [[93, 93], False, False, False, False]
9394 [[93, 94], False, False, False, False]
9395 [[93, 95], False, False, False, False]
9396 [[93, 96], False, False, False, False]
9397 [[93, 97], False, False, False, False]
9398 [[93, 98], False, False, False, False]
9399 [[93, 99], False, False, False, False]
9400 [[94, 0], False, False, False, False]
9401 [[94, 1], False, False, False, False]
9402 [[94, 2], False, False, False, False]
9403 [[94, 3], False, False, False, False]
9404 [[94, 4], False, False, False, False]
9405 [[94, 5], False, False, False, False]
9406 [[94, 6], False, False, False, False]
9407 [[94, 7], False, False, False, False]
9408 [[94, 8], False, False, False, False]
9409 [[94, 9], False, False, False, False]
9410 [[94, 10], False, False, False, False]
9411 [[94, 11], False, False, False, False]
9412 [[94, 12], False, False, False, False]
9413 [[94, 13], False, False, False, False]
9414 [[94, 14], False, False, False, False]
9415 [[94, 15], False, False, False, False]
9416 [[94, 16], False, False, False, False]
9417 [[94, 17], False, False, False, False]
9418 [[94, 18], False, False, False, False]
9419 [[94, 19], False, False, False, False]
9420 [[94, 20], False, False, False, False]
9421 [[94, 21], False, False, False, False]
9422 [[94, 22], False, False, False, False]
9423 [[94, 23], False, False, False, False]
9424 [[94, 24], False, False, False, False]
9425 [[94, 25], False, False, False, False]
9426 [[94, 26], False, False, False, False]
9427 [[94, 27], False, False, False, False]
9428 [[94, 28], False, False, False, False]
9429 [[94, 29], False, False, False, False]
9430 [[94, 30], False, False, False, False]
9431 [[94, 31], False, False, False, False]
9432 [[94, 32], False, False, False, False]
9433 [[94, 33], False, False, False, False]
9434 [[94, 34], False, False, False, False]
9435 [[94, 35], False, False, False, False]
9436 [[94, 36], False, False, False, False]
9437 [[94, 37], False, False, False, False]
9438 [[94, 38], False, False, False, False]
9439 [[94, 39], False, False, False, False]
9440 [[94, 40], False, False, False, False]
9441 [[94, 41], False, False, False, False]
9442 [[94, 42], False, False, False, False]
9443 [[94, 43], False, False, False, False]
9444 [[94, 44], False, False, False, False]
9445 [[94, 45], False, False, False, False]
9446 [[94, 46], False, False, False, False]
9447 [[94, 47], False, False, False, False]
9448 [[94, 48], False, False, False, False]
9449 [[94, 49], False, False, False, False]
9450 [[94, 50], False, False, False, False]
9451 [[94, 51], False, False, False, False]
9452 [[94, 52], False, False, False, False]
9453 [[94, 53], False, False, False, False]
9454 [[94, 54], False, False, False, False]
9455 [[94, 55], False, False, False, False]
9456 [[94, 56], False, False, False, False]
9457 [[94, 57], False, False, False, False]
9458 [[94, 58], False, False, False, False]
9459 [[94, 59], False, False, False, False]
9460 [[94, 60], False, False, False, False]
9461 [[94, 61], False, False, False, False]
9462 [[94, 62], False, False, False, False]
9463 [[94, 63], False, False, False, False]
9464 [[94, 64], False, False, False, False]
9465 [[94, 65], False, False, False, False]
9466 [[94, 66], False, False, False, False]
9467 [[94, 67], False, False, False, False]
9468 [[94, 68], False, False, False, False]
9469 [[94, 69], False, False, False, False]
9470 [[94, 70], False, False, False, False]
9471 [[94, 71], False, False, False, False]
9472 [[94, 72], False, False, False, False]
9473 [[94, 73], False, False, False, False]
9474 [[94, 74], False, False, False, False]
9475 [[94, 75], False, False, False, False]
9476 [[94, 76], False, False, False, False]
9477 [[94, 77], False, False, False, False]
9478 [[94, 78], False, False, False, False]
9479 [[94, 79], False, False, False, False]
9480 [[94, 80], False, False, False, False]
9481 [[94, 81], False, False, False, False]
9482 [[94, 82], False, False, False, False]
9483 [[94, 83], False, False, False, False]
9484 [[94, 84], False, False, False, False]
9485 [[94, 85], False, False, False, False]
9486 [[94, 86], False, False, False, False]
9487 [[94, 87], False, False, False, False]
9488 [[94, 88], False, False, False, False]
9489 [[94, 89], False, False, False, False]
9490 [[94, 90], False, False, False, False]
9491 [[94, 91], False, False, False, False]
9492 [[94, 92], False, False, False, False]
9493 [[94, 93], False, False, False, False]
9494 [[94, 94], False, False, False, False]
9495 [[94, 95], False, False, False, False]
9496 [[94, 96], False, False, False, False]
9497 [[94, 97], False, False, False, False]
9498 [[94, 98], False, False, False, False]
9499 [[94, 99], False, False, False, False]
9500 [[95, 0], False, False, False, False]
9501 [[95, 1], False, False, False, False]
9502 [[95, 2], False, False, False, False]
9503 [[95, 3], False, False, False, False]
9504 [[95, 4], False, False, False, False]
9505 [[95, 5], False, False, False, False]
9506 [[95, 6], False, False, False, False]
9507 [[95, 7], False, False, False, False]
9508 [[95, 8], False, False, False, False]
9509 [[95, 9], False, False, False, False]
9510 [[95, 10], False, False, False, False]
9511 [[95, 11], False, False, False, False]
9512 [[95, 12], False, False, False, False]
9513 [[95, 13], False, False, False, False]
9514 [[95, 14], False, False, False, False]
9515 [[95, 15], False, False, False, False]
9516 [[95, 16], False, False, False, False]
9517 [[95, 17], False, False, False, False]
9518 [[95, 18], False, False, False, False]
9519 [[95, 19], False, False, False, False]
9520 [[95, 20], False, False, False, False]
9521 [[95, 21], False, False, False, False]
9522 [[95, 22], False, False, False, False]
9523 [[95, 23], False, False, False, False]
9524 [[95, 24], False, False, False, False]
9525 [[95, 25], False, False, False, False]
9526 [[95, 26], False, False, False, False]
9527 [[95, 27], False, False, False, False]
9528 [[95, 28], False, False, False, False]
9529 [[95, 29], False, False, False, False]
9530 [[95, 30], False, False, False, False]
9531 [[95, 31], False, False, False, False]
9532 [[95, 32], False, False, False, False]
9533 [[95, 33], False, False, False, False]
9534 [[95, 34], False, False, False, False]
9535 [[95, 35], False, False, False, False]
9536 [[95, 36], False, False, False, False]
9537 [[95, 37], False, False, False, False]
9538 [[95, 38], False, False, False, False]
9539 [[95, 39], False, False, False, False]
9540 [[95, 40], False, False, False, False]
9541 [[95, 41], False, False, False, False]
9542 [[95, 42], False, False, False, False]
9543 [[95, 43], False, False, False, False]
9544 [[95, 44], False, False, False, False]
9545 [[95, 45], False, False, False, False]
9546 [[95, 46], False, False, False, False]
9547 [[95, 47], False, False, False, False]
9548 [[95, 48], False, False, False, False]
9549 [[95, 49], False, False, False, False]
9550 [[95, 50], False, False, False, False]
9551 [[95, 51], False, False, False, False]
9552 [[95, 52], False, False, False, False]
9553 [[95, 53], False, False, False, False]
9554 [[95, 54], False, False, False, False]
9555 [[95, 55], False, False, False, False]
9556 [[95, 56], False, False, False, False]
9557 [[95, 57], False, False, False, False]
9558 [[95, 58], False, False, False, False]
9559 [[95, 59], False, False, False, False]
9560 [[95, 60], False, False, False, False]
9561 [[95, 61], False, False, False, False]
9562 [[95, 62], False, False, False, False]
9563 [[95, 63], False, False, False, False]
9564 [[95, 64], False, False, False, False]
9565 [[95, 65], False, False, False, False]
9566 [[95, 66], False, False, False, False]
9567 [[95, 67], False, False, False, False]
9568 [[95, 68], False, False, False, False]
9569 [[95, 69], False, False, False, False]
9570 [[95, 70], False, False, False, False]
9571 [[95, 71], False, False, False, False]
9572 [[95, 72], False, False, False, False]
9573 [[95, 73], False, False, False, False]
9574 [[95, 74], False, False, False, False]
9575 [[95, 75], False, False, False, False]
9576 [[95, 76], False, False, False, False]
9577 [[95, 77], False, False, False, False]
9578 [[95, 78], False, False, False, False]
9579 [[95, 79], False, False, False, False]
9580 [[95, 80], False, False, False, False]
9581 [[95, 81], False, False, False, False]
9582 [[95, 82], False, False, False, False]
9583 [[95, 83], False, False, False, False]
9584 [[95, 84], False, False, False, False]
9585 [[95, 85], False, False, False, False]
9586 [[95, 86], False, False, False, False]
9587 [[95, 87], False, False, False, False]
9588 [[95, 88], False, False, False, False]
9589 [[95, 89], False, False, False, False]
9590 [[95, 90], False, False, False, False]
9591 [[95, 91], False, False, False, False]
9592 [[95, 92], False, False, False, False]
9593 [[95, 93], False, False, False, False]
9594 [[95, 94], False, False, False, False]
9595 [[95, 95], False, False, False, False]
9596 [[95, 96], False, False, False, False]
9597 [[95, 97], False, False, False, False]
9598 [[95, 98], False, False, False, False]
9599 [[95, 99], False, False, False, False]
9600 [[96, 0], False, False, False, False]
9601 [[96, 1], False, False, False, False]
9602 [[96, 2], False, False, False, False]
9603 [[96, 3], False, False, False, False]
9604 [[96, 4], False, False, False, False]
9605 [[96, 5], False, False, False, False]
9606 [[96, 6], False, False, False, False]
9607 [[96, 7], False, False, False, False]
9608 [[96, 8], False, False, False, False]
9609 [[96, 9], False, False, False, False]
9610 [[96, 10], False, False, False, False]
9611 [[96, 11], False, False, False, False]
9612 [[96, 12], False, False, False, False]
9613 [[96, 13], False, False, False, False]
9614 [[96, 14], False, False, False, False]
9615 [[96, 15], False, False, False, False]
9616 [[96, 16], False, False, False, False]
9617 [[96, 17], False, False, False, False]
9618 [[96, 18], False, False, False, False]
9619 [[96, 19], False, False, False, False]
9620 [[96, 20], False, False, False, False]
9621 [[96, 21], False, False, False, False]
9622 [[96, 22], False, False, False, False]
9623 [[96, 23], False, False, False, False]
9624 [[96, 24], False, False, False, False]
9625 [[96, 25], False, False, False, False]
9626 [[96, 26], False, False, False, False]
9627 [[96, 27], False, False, False, False]
9628 [[96, 28], False, False, False, False]
9629 [[96, 29], False, False, False, False]
9630 [[96, 30], False, False, False, False]
9631 [[96, 31], False, False, False, False]
9632 [[96, 32], False, False, False, False]
9633 [[96, 33], False, False, False, False]
9634 [[96, 34], False, False, False, False]
9635 [[96, 35], False, False, False, False]
9636 [[96, 36], False, False, False, False]
9637 [[96, 37], False, False, False, False]
9638 [[96, 38], False, False, False, False]
9639 [[96, 39], False, False, False, False]
9640 [[96, 40], False, False, False, False]
9641 [[96, 41], False, False, False, False]
9642 [[96, 42], False, False, False, False]
9643 [[96, 43], False, False, False, False]
9644 [[96, 44], False, False, False, False]
9645 [[96, 45], False, False, False, False]
9646 [[96, 46], False, False, False, False]
9647 [[96, 47], False, False, False, False]
9648 [[96, 48], False, False, False, False]
9649 [[96, 49], False, False, False, False]
9650 [[96, 50], False, False, False, False]
9651 [[96, 51], False, False, False, False]
9652 [[96, 52], False, False, False, False]
9653 [[96, 53], False, False, False, False]
9654 [[96, 54], False, False, False, False]
9655 [[96, 55], False, False, False, False]
9656 [[96, 56], False, False, False, False]
9657 [[96, 57], False, False, False, False]
9658 [[96, 58], False, False, False, False]
9659 [[96, 59], False, False, False, False]
9660 [[96, 60], False, False, False, False]
9661 [[96, 61], False, False, False, False]
9662 [[96, 62], False, False, False, False]
9663 [[96, 63], False, False, False, False]
9664 [[96, 64], False, False, False, False]
9665 [[96, 65], False, False, False, False]
9666 [[96, 66], False, False, False, False]
9667 [[96, 67], False, False, False, False]
9668 [[96, 68], False, False, False, False]
9669 [[96, 69], False, False, False, False]
9670 [[96, 70], False, False, False, False]
9671 [[96, 71], False, False, False, False]
9672 [[96, 72], False, False, False, False]
9673 [[96, 73], False, False, False, False]
9674 [[96, 74], False, False, False, False]
9675 [[96, 75], False, False, False, False]
9676 [[96, 76], False, False, False, False]
9677 [[96, 77], False, False, False, False]
9678 [[96, 78], False, False, False, False]
9679 [[96, 79], False, False, False, False]
9680 [[96, 80], False, False, False, False]
9681 [[96, 81], False, False, False, False]
9682 [[96, 82], False, False, False, False]
9683 [[96, 83], False, False, False, False]
9684 [[96, 84], False, False, False, False]
9685 [[96, 85], False, False, False, False]
9686 [[96, 86], False, False, False, False]
9687 [[96, 87], False, False, False, False]
9688 [[96, 88], False, False, False, False]
9689 [[96, 89], False, False, False, False]
9690 [[96, 90], False, False, False, False]
9691 [[96, 91], False, False, False, False]
9692 [[96, 92], False, False, False, False]
9693 [[96, 93], False, False, False, False]
9694 [[96, 94], False, False, False, False]
9695 [[96, 95], False, False, False, False]
9696 [[96, 96], False, False, False, False]
9697 [[96, 97], False, False, False, False]
9698 [[96, 98], False, False, False, False]
9699 [[96, 99], False, False, False, False]
9700 [[97, 0], False, False, False, False]
9701 [[97, 1], False, False, False, False]
9702 [[97, 2], False, False, False, False]
9703 [[97, 3], False, False, False, False]
9704 [[97, 4], False, False, False, False]
9705 [[97, 5], False, False, False, False]
9706 [[97, 6], False, False, False, False]
9707 [[97, 7], False, False, False, False]
9708 [[97, 8], False, False, False, False]
9709 [[97, 9], False, False, False, False]
9710 [[97, 10], False, False, False, False]
9711 [[97, 11], False, False, False, False]
9712 [[97, 12], False, False, False, False]
9713 [[97, 13], False, False, False, False]
9714 [[97, 14], False, False, False, False]
9715 [[97, 15], False, False, False, False]
9716 [[97, 16], False, False, False, False]
9717 [[97, 17], False, False, False, False]
9718 [[97, 18], False, False, False, False]
9719 [[97, 19], False, False, False, False]
9720 [[97, 20], False, False, False, False]
9721 [[97, 21], False, False, False, False]
9722 [[97, 22], False, False, False, False]
9723 [[97, 23], False, False, False, False]
9724 [[97, 24], False, False, False, False]
9725 [[97, 25], False, False, False, False]
9726 [[97, 26], False, False, False, False]
9727 [[97, 27], False, False, False, False]
9728 [[97, 28], False, False, False, False]
9729 [[97, 29], False, False, False, False]
9730 [[97, 30], False, False, False, False]
9731 [[97, 31], False, False, False, False]
9732 [[97, 32], False, False, False, False]
9733 [[97, 33], False, False, False, False]
9734 [[97, 34], False, False, False, False]
9735 [[97, 35], False, False, False, False]
9736 [[97, 36], False, False, False, False]
9737 [[97, 37], False, False, False, False]
9738 [[97, 38], False, False, False, False]
9739 [[97, 39], False, False, False, False]
9740 [[97, 40], False, False, False, False]
9741 [[97, 41], False, False, False, False]
9742 [[97, 42], False, False, False, False]
9743 [[97, 43], False, False, False, False]
9744 [[97, 44], False, False, False, False]
9745 [[97, 45], False, False, False, False]
9746 [[97, 46], False, False, False, False]
9747 [[97, 47], False, False, False, False]
9748 [[97, 48], False, False, False, False]
9749 [[97, 49], False, False, False, False]
9750 [[97, 50], False, False, False, False]
9751 [[97, 51], False, False, False, False]
9752 [[97, 52], False, False, False, False]
9753 [[97, 53], False, False, False, False]
9754 [[97, 54], False, False, False, False]
9755 [[97, 55], False, False, False, False]
9756 [[97, 56], False, False, False, False]
9757 [[97, 57], False, False, False, False]
9758 [[97, 58], False, False, False, False]
9759 [[97, 59], False, False, False, False]
9760 [[97, 60], False, False, False, False]
9761 [[97, 61], False, False, False, False]
9762 [[97, 62], False, False, False, False]
9763 [[97, 63], False, False, False, False]
9764 [[97, 64], False, False, False, False]
9765 [[97, 65], False, False, False, False]
9766 [[97, 66], False, False, False, False]
9767 [[97, 67], False, False, False, False]
9768 [[97, 68], False, False, False, False]
9769 [[97, 69], False, False, False, False]
9770 [[97, 70], False, False, False, False]
9771 [[97, 71], False, False, False, False]
9772 [[97, 72], False, False, False, False]
9773 [[97, 73], False, False, False, False]
9774 [[97, 74], False, False, False, False]
9775 [[97, 75], False, False, False, False]
9776 [[97, 76], False, False, False, False]
9777 [[97, 77], False, False, False, False]
9778 [[97, 78], False, False, False, False]
9779 [[97, 79], False, False, False, False]
9780 [[97, 80], False, False, False, False]
9781 [[97, 81], False, False, False, False]
9782 [[97, 82], False, False, False, False]
9783 [[97, 83], False, False, False, False]
9784 [[97, 84], False, False, False, False]
9785 [[97, 85], False, False, False, False]
9786 [[97, 86], False, False, False, False]
9787 [[97, 87], False, False, False, False]
9788 [[97, 88], False, False, False, False]
9789 [[97, 89], False, False, False, False]
9790 [[97, 90], False, False, False, False]
9791 [[97, 91], False, False, False, False]
9792 [[97, 92], False, False, False, False]
9793 [[97, 93], False, False, False, False]
9794 [[97, 94], False, False, False, False]
9795 [[97, 95], False, False, False, False]
9796 [[97, 96], False, False, False, False]
9797 [[97, 97], False, False, False, False]
9798 [[97, 98], False, False, False, False]
9799 [[97, 99], False, False, False, False]
9800 [[98, 0], False, False, False, False]
9801 [[98, 1], False, False, False, False]
9802 [[98, 2], False, False, False, False]
9803 [[98, 3], False, False, False, False]
9804 [[98, 4], False, False, False, False]
9805 [[98, 5], False, False, False, False]
9806 [[98, 6], False, False, False, False]
9807 [[98, 7], False, False, False, False]
9808 [[98, 8], False, False, False, False]
9809 [[98, 9], False, False, False, False]
9810 [[98, 10], False, False, False, False]
9811 [[98, 11], False, False, False, False]
9812 [[98, 12], False, False, False, False]
9813 [[98, 13], False, False, False, False]
9814 [[98, 14], False, False, False, False]
9815 [[98, 15], False, False, False, False]
9816 [[98, 16], False, False, False, False]
9817 [[98, 17], False, False, False, False]
9818 [[98, 18], False, False, False, False]
9819 [[98, 19], False, False, False, False]
9820 [[98, 20], False, False, False, False]
9821 [[98, 21], False, False, False, False]
9822 [[98, 22], False, False, False, False]
9823 [[98, 23], False, False, False, False]
9824 [[98, 24], False, False, False, False]
9825 [[98, 25], False, False, False, False]
9826 [[98, 26], False, False, False, False]
9827 [[98, 27], False, False, False, False]
9828 [[98, 28], False, False, False, False]
9829 [[98, 29], False, False, False, False]
9830 [[98, 30], False, False, False, False]
9831 [[98, 31], False, False, False, False]
9832 [[98, 32], False, False, False, False]
9833 [[98, 33], False, False, False, False]
9834 [[98, 34], False, False, False, False]
9835 [[98, 35], False, False, False, False]
9836 [[98, 36], False, False, False, False]
9837 [[98, 37], False, False, False, False]
9838 [[98, 38], False, False, False, False]
9839 [[98, 39], False, False, False, False]
9840 [[98, 40], False, False, False, False]
9841 [[98, 41], False, False, False, False]
9842 [[98, 42], False, False, False, False]
9843 [[98, 43], False, False, False, False]
9844 [[98, 44], False, False, False, False]
9845 [[98, 45], False, False, False, False]
9846 [[98, 46], False, False, False, False]
9847 [[98, 47], False, False, False, False]
9848 [[98, 48], False, False, False, False]
9849 [[98, 49], False, False, False, False]
9850 [[98, 50], False, False, False, False]
9851 [[98, 51], False, False, False, False]
9852 [[98, 52], False, False, False, False]
9853 [[98, 53], False, False, False, False]
9854 [[98, 54], False, False, False, False]
9855 [[98, 55], False, False, False, False]
